"annotation_id","annotator","created_at","id","image","label","lead_time","updated_at"
160,"1","2024-07-27T21:02:04.426303Z",161,"/data/upload/4/902add99-fc212ec9-6946-46_RD_SG_2_-_copia_-_copia.jpg","",7.131,"2024-07-27T21:02:04.426328Z"
161,"1","2024-07-27T21:02:30.580929Z",162,"/data/upload/4/5687a46d-fc212ec9-6946-46_RD_SG_3.jpg","[{""points"":[[54.97739578592428,27.44171378006788],[56.138116808911896,26.45685957874505],[56.753650684738666,22.118811311013552],[57.1405576924012,18.29663905349877],[56.27881026624373,16.256583922187197],[55.01256915025724,15.78760573108109],[54.48496868526286,15.764156821525782],[54.062888313267365,16.79590884195922],[52.99010070111214,16.09244155530006],[52.42732687178482,16.115890464855365],[52.269046732286505,17.100744666178194],[52.620780375616086,19.42218671215343],[53.18355420494342,21.72017984857336],[53.9573682202685,23.29125678877882],[54.44979532092991,24.393355537878175],[54.60807546042822,26.10512593541547]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[60.21724571874334,42.97815032049631],[61.762692904925565,53.06035339225657],[62.204249243834774,50.484608081952864],[62.86658375219859,49.74868085043751],[62.48022195565303,47.17293554013379],[61.65230382019826,45.03874656873928],[60.76919114237984,43.787670275163194]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768}]",24.82,"2024-07-27T21:02:30.580949Z"
162,"1","2024-07-27T21:03:35.619473Z",163,"/data/upload/4/e2be0f12-fcbde62f-c418-4d_RD_SG_2_-_copia_-_copia.jpg","[{""points"":[[49.45406873566601,24.28083110186384],[50.00902038930397,24.597946332514095],[50.72252965826706,25.03838415286168],[51.11892369657988,25.285029332256332],[51.317120715736294,25.19694176818681],[51.40961265800929,23.99895089684138],[51.63423594638655,22.642402410170824],[51.85885923476382,21.620586666964424],[51.30390758112586,20.722093513455352],[50.6961033890462,20.19356812903825],[50.14115173540824,19.71789528306286],[49.42764246644516,19.383162539598693],[48.727346332092495,19.030812283320625],[48.3441654283901,19.013194770506722],[48.17239467845454,19.4183975652265],[48.11954214001283,20.123098077782636],[48.18560781306496,21.056826256919518],[48.64806752442993,21.884849359172975],[49.03124842813233,22.589549871729112],[49.13695350501575,23.32948540991305],[49.28229798573045,23.98133338402748]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[60.50024926998343,29.284204741012392],[60.13028150089147,28.773296869409197],[59.363919693486665,30.429343073916115],[59.50926417420137,30.90501591989151],[60.090642097060176,30.975485971147123],[60.36811792387916,30.14746286889366],[60.65880688530856,29.636554997290464]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[41.0945941301889,69.41745044900507],[41.74323892015535,68.76079769866868],[42.03152549347377,68.26430415573141],[41.67116727682574,67.92796982019324],[41.154653832963575,67.91195389945334],[40.60210456743661,67.81585837501387],[40.241746350788574,67.91195389945334],[40.277782172453385,68.31235191795115],[40.578080686326736,68.64868625348929],[40.56606874577181,69.33737084530551]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768}]",63.341,"2024-07-27T21:03:35.619494Z"
163,"1","2024-07-27T21:03:58.580565Z",164,"/data/upload/4/36734bab-c163c5f8-f5ff-49_RD_SG_2_-_copia.jpg","[{""points"":[[48.95226519812314,16.79167951272249],[49.39193225228512,16.06476331650802],[49.77883925994766,15.40819384895947],[49.972292763778924,14.212299461638894],[49.95470608161245,11.35153249589163],[50.37678645360795,9.803904465241473],[50.14815958544372,9.686659917464949],[49.84918598861358,10.24943374679228],[49.51503902745046,10.718411937898386],[49.374345570118635,11.820510686997741],[49.18089206628737,12.922609436097094],[49.057785291122016,14.07160600430706],[49.09295865545497,15.033011296074584],[48.65329160129299,15.572336215846608],[48.42466473312877,16.416496959837605],[48.600531554793555,17.213759884717987]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768}]",20.036,"2024-07-27T21:03:58.580589Z"
164,"1","2024-07-27T21:05:01.062339Z",165,"/data/upload/4/4a810cca-c163c5f8-f5ff-49_RD_SG_3_-_copia.jpg","[{""points"":[[50.663572204162264,20.33579203985831],[50.709187528429744,22.16040501055752],[50.937264149767145,23.31599322533368],[51.16534077110455,24.775683601893046],[51.439032716709434,26.47865570787898],[52.07764725645415,30.55362467577388],[52.35133920205903,34.93269580545198],[52.53380049912896,37.54797439678751],[52.07764725645415,38.33864001742384],[52.12326258072163,41.744584229395684],[52.57941582339644,44.238221956017945],[53.03556906607123,47.400884438563246],[53.21803036314115,49.16467697690581],[53.67418360581596,49.286317841619095],[53.08118439033872,40.953918608759366],[53.08118439033872,35.1151571025219],[52.16887790498912,25.992092249025855],[51.210956095372026,21.430559822277832],[50.754802852697225,18.754460798585658]],""closed"":true,""polygonlabels"":[""Cut""],""original_width"":1024,""original_height"":768},{""points"":[[60.4304766254555,55.2686177798703],[59.766980999746686,54.826287362731094],[59.06201689743109,54.71570475844629],[58.48145822493589,55.98740470772151],[57.36180935655227,55.4897829884399],[56.490971347809484,53.72046131988309],[55.49572790924626,54.71570475844629],[54.832232283537465,55.6556568948671],[53.62964646194026,56.59560903128791],[53.17349321926545,57.42497856342391],[53.04908778944506,63.00940007980633],[51.59769110820706,62.34590445409752],[50.02188899714864,59.96837846197431],[48.94370860537184,58.917843721268724],[47.69965430716784,60.023669764116725],[46.37266305575022,64.11522612265435],[46.16532067271623,67.26683034477117],[46.74587934521143,74.73115613399519],[46.62147391539103,82.69310364250083],[46.78734782181822,87.17169911603526],[54.04433122800827,94.58073360311691],[62.5453689324023,95.6312683438225],[66.81662202290272,91.48442068314247],[66.52634268665513,84.02009489391844],[63.167396081504315,80.48145155680483],[60.803692914916695,67.65386945976796],[60.886629868130306,56.8720655419999]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768}]",61.095,"2024-07-27T21:05:01.062362Z"
165,"1","2024-07-27T21:05:12.461169Z",166,"/data/upload/4/3bf4360f-c794cfc3-95fa-41_RD_SG_3_-_copia.jpg","",4.977,"2024-07-27T21:05:12.461191Z"
166,"1","2024-07-27T21:05:26.974294Z",167,"/data/upload/4/dd91cb59-cc111460-1369-41_RD_SG_2_-_copia.jpg","",12.914,"2024-07-27T21:05:26.974318Z"
167,"1","2024-07-27T21:05:30.225934Z",168,"/data/upload/4/0219eb03-cc111460-1369-41_RD_SG_3_-_copia.jpg","",1.933,"2024-07-27T21:05:30.225964Z"
168,"1","2024-07-27T21:06:21.611581Z",169,"/data/upload/4/5e2bf9b2-cd642991-1459-48_RD_SG_2_-_copia.jpg","[{""points"":[[46.58891835005442,14.389103590755594],[47.08454302929157,12.0868470162347],[48.26764710230924,9.017171583540172],[48.26764710230924,7.461016676688086],[49.46673906820554,5.1800772926720136],[49.97835164032129,3.4747020522861654],[49.834460604413735,2.216987812501602],[48.23567131655201,0.3623922385819927],[39.953942805428234,0],[39.61819705497727,1.087176715745978],[38.818802411046406,1.8119611929099635],[38.88275398256088,4.135534957935681],[39.81005176952068,8.718730916472648],[41.936441522376775,11.12757344351766],[42.89571509509382,10.530692109382612],[43.58319448887437,10.615960871401905],[43.998879703718416,11.89499230169129],[44.28666177553353,13.81353944712537],[44.7183348832562,14.751495829337586],[45.98137842066697,14.751495829337586]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768},{""points"":[[49.949627114924425,47.11414813913594],[50.112072592000914,46.71705919517118],[50.03987460218914,46.12744227837503],[49.868404376386174,46.04321129026128],[49.66985990440379,46.19964026818678],[49.624736160771434,46.58469621384959],[49.6969341505832,47.270577117061464],[49.823280632753814,47.282610115363426]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[53.28329588787328,81.29844668551142],[53.47191313625655,81.28521038737925],[53.53147647785127,81.03372072286824],[53.36271367666624,80.79546735648938],[53.17409642828298,80.51750509571404],[53.015260850697075,80.3057243255995],[52.925915838305,80.41161471065678],[52.975551956300606,80.79546735648938],[53.193950875481214,81.09990221352903]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768}]",50.263,"2024-07-27T21:06:21.611602Z"
169,"1","2024-07-27T21:06:27.393014Z",170,"/data/upload/4/728ab5d1-d0e0d68a-4238-4e_RD_SG_3_-_copia.jpg","",4.365,"2024-07-27T21:06:27.393037Z"
170,"1","2024-07-27T21:06:45.379622Z",171,"/data/upload/4/2381ae97-d3a0be5e-0380-4c_RD_SG_3_-_copia.jpg","[{""points"":[[57.32554699225885,7.531544140182754],[57.9692635262574,11.033362085134863],[58.329744785296576,16.972719972161485],[58.71597470569571,20.165553980794293],[59.0764559647349,23.94202431358579],[59.308193916974375,26.3795642556603],[60.51838100089165,19.68491230207538],[60.415386355451886,15.393468742085043],[59.92616178961298,13.436570478729454],[58.94771265793519,10.96469898817502],[57.995012187617334,8.870474530899736]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768}]",16.894,"2024-07-27T21:06:45.379644Z"
171,"1","2024-07-27T21:07:00.625554Z",172,"/data/upload/4/dc663833-d6cb0228-0e26-44_RD_SG_2_-_copia.jpg","[{""points"":[[53.38620357095563,31.279891563225597],[55.98681836830976,45.87079966719274],[56.96526749998756,43.158607337278845],[57.60898403398611,40.54940965280472],[57.71197867942588,37.39090719265184],[57.119759468147215,35.77732441409547],[55.85807506151005,34.26673628097887],[54.72513396167261,33.03080053570165],[53.90117679815446,32.24117492066343]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768}]",13.7,"2024-07-27T21:07:00.625576Z"
172,"1","2024-07-27T21:07:32.062175Z",173,"/data/upload/4/42540c77-d6cb0228-0e26-44_RD_SG_3_-_copia.jpg","[{""points"":[[54.20510422704376,34.23128909092789],[53.43477847925584,33.378601470734964],[52.91153834868291,33.18480882978203],[52.44643601039587,33.397980734830256],[51.96679922403734,34.13439277045141],[51.45809354153589,35.14211450340669],[51.44355909346441,36.28549108502902],[52.14121260089498,37.44824693074664],[52.66445273146792,37.60328104350899],[53.478381823470244,37.83583221265252],[54.13243198668641,37.40948840255606],[54.52486208461611,36.28549108502902],[54.94636107868875,35.82038874674197],[54.81555104604552,35.35528640845492],[54.35044870775847,34.89018407016788]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[48.88011839748101,26.05312437276273],[47.43308618882311,28.124366553782853],[46.83724939702281,29.543025581878833],[45.8158148967937,40.09784875091291],[45.28381776125771,38.111726111578534],[44.15598383392141,35.38790077763426],[43.623986698385416,32.380343638070784],[44.28366314645004,30.280728276488745],[45.02845913620043,28.35135199827821],[45.07101890704332,27.613649303668304],[46.475491344858334,26.138243914448484],[47.411806303401676,26.05312437276273]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768}]",30.188,"2024-07-27T21:07:32.062199Z"
173,"1","2024-07-27T21:08:20.631732Z",174,"/data/upload/4/e7cc10fe-d36b1a0c-bbbf-4b_RD_SG_2_-_copia.jpg","[{""points"":[[55.729246947190994,14.308920042027836],[55.12954108531406,13.225580420572724],[54.45245382190461,12.735498210866844],[54.1622735661577,11.239457781238357],[53.54322235389765,10.671994169999968],[53.23369674776761,10.826756973064983],[53.13696999585198,11.342632983281701],[53.504531653131394,12.554941607290992],[53.659294456196406,13.509312226191922],[53.872093310410804,14.87638365326623],[54.2976910188396,15.41805346399378],[54.839360829567156,15.727579070123815],[55.18757713646344,16.70774348953558],[56.00008185255477,16.862506292600596],[56.386988860217315,16.501393085448896],[55.825973699106626,15.134321658374587]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[49.85506125344773,1.1216116888390737],[54.62191093101379,9.845258157587423],[56.70935490746428,12.960846182140406],[56.2108608235358,9.76217581026601],[55.0580932544512,7.145081869641505],[53.96763744585766,4.735693797320533],[52.97064927800071,2.7417174616066244],[51.849037589161625,1.8693528147317895],[50.91436118179574,1.7031881200889636]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768}]",46.556,"2024-07-27T21:08:20.631758Z"
174,"1","2024-07-27T21:08:26.916124Z",175,"/data/upload/4/cd4fa763-d36b1a0c-bbbf-4b_RD_SG_3_-_copia.jpg","",5.106,"2024-07-27T21:08:26.916156Z"
175,"1","2024-07-27T21:09:10.433127Z",176,"/data/upload/4/5fdc08df-d680c673-9f4d-49_RD_SG_2_-_copia.jpg","[{""points"":[[56.65499508893116,22.69686996378186],[57.883816607700936,22.925897630362602],[58.095226761467764,21.076058784902745],[57.91024287692178,18.662459529397985],[57.54027510782981,16.389800376404445],[57.4874225693881,14.52234401813069],[57.460996300167245,13.976201120899685],[57.170307338737835,15.297514581942437],[56.82676583886672,15.931745043242959],[56.91925778113972,16.636445555799092],[57.02496285802313,17.270676017099614],[56.73427389659372,17.92252399121404],[56.36430612750176,18.468666888445046],[56.27181418522876,19.63142273416267],[55.90184641613679,20.653238477369065],[56.06040403146192,21.322703964297396],[56.29824045444962,21.97455193841182],[56.36430612750176,22.467842297201116]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[44.14434058004442,13.559810467806082],[43.88226187702767,14.462526000419313],[43.77306241743737,15.59820038015854],[43.93686160682284,15.75835958755766],[44.26445998559376,15.336121677141795],[44.73401766183209,14.156767513566443],[44.86505701334046,13.195812269171714],[44.90873679717659,12.7444545028651],[44.40641928306116,13.297731764789338]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[58.216961049339666,15.505241124240609],[58.8676682894994,26.47933079612354],[59.39526875449377,24.48617348392258],[59.852522490822224,22.844749815051205],[59.870109172988705,20.851592502850245],[59.571135576158554,18.741190642872755],[59.06112179333066,17.123215883556682],[58.6214547391687,16.11491277267855]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768}]",42.277,"2024-07-27T21:09:10.433148Z"
176,"1","2024-07-27T21:09:29.455513Z",177,"/data/upload/4/97718756-d680c673-9f4d-49_RD_SG_3_-_copia.jpg","[{""points"":[[60.016112738269044,25.128032479122904],[59.150021401616456,40.5772292950881],[60.41404659564997,35.80202300651704],[61.06946706663031,32.837025637796444],[61.25673005833898,30.340185748347526],[60.975835570775985,28.373924335406503],[60.554493839431466,26.53250491693792]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768}]",17.117,"2024-07-27T21:09:29.455536Z"
177,"1","2024-07-27T21:10:17.571734Z",178,"/data/upload/4/105526b8-d6937a60-2393-45_RD_SG_2_-_copia.jpg","[{""points"":[[66.83205482631847,14.097621369118594],[65.23563782200206,11.145108199845243],[63.51047751088594,9.46286232432903],[62.454782395128326,9.18820993648965],[60.26614617953325,11.076445102885398],[59.442189016015114,12.037728460323233],[58.56673452977709,12.106391557283079],[57.5367880753794,14.200616014558362],[56.45534429826184,16.5351613111931],[56.069114377862704,19.07569589870738],[56.60983626642149,20.998262613583048],[57.94876665713847,21.959545971020884],[59.87991625913413,21.581898937741734],[62.04280381336926,21.478904292301966],[63.25299089728653,20.895267968143276],[64.54042396528364,19.556337577426298],[65.44162711288159,18.011417895829776],[67.24403340807754,16.294840471833645],[67.50152002167695,14.818583887196969]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[77.46394953374079,24.570731726883345],[70.12985532394306,33.84687580531909],[72.8715727855497,33.664094641211975],[74.79077500867433,33.25283702197099],[76.29871961255797,32.15615003732834],[77.46394953374079,29.77999490393593],[77.6353068750912,27.175363315409633]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768},{""points"":[[40.07377765108044,43.03162930170129],[47.133700114717506,28.40913617313262],[44.22062531176046,30.739596015498243],[42.47278042998624,32.20184532835512],[41.13619316745301,33.89257109634586],[40.10804911935053,36.8170697220596],[39.69679150010953,39.0104436913449],[39.902420309730026,40.97534120549631]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768},{""points"":[[57.72788047797168,57.4791481263255],[63.90755920435777,47.21401513082862],[63.521329283958636,49.7545497183429],[63.39258597715892,50.612838430340965],[62.36263952276124,52.70706288761625],[61.126703777484025,54.83561889337146],[60.32849527532582,56.14021773560851],[59.32429748228809,56.68952251128728],[58.19135638245064,57.27315883544597]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768}]",45.588,"2024-07-27T21:10:17.571757Z"
178,"1","2024-07-27T21:10:56.964502Z",179,"/data/upload/4/59c404e8-d6937a60-2393-45_RD_SG_3_-_copia_2.jpg","[{""points"":[[57.07705101505772,80.79158787580225],[58.40825680736672,80.64052906249059],[59.11634499476512,79.39429385266939],[60.22096256710664,76.90182343302702],[60.192639039610704,75.05135296995917],[59.39958026972448,72.5966472536447],[59.314609687236675,69.83982391070693],[59.314609687236675,68.59358870088572],[58.20999211489517,66.47876531452248],[57.81346272995206,64.51500074147091],[56.96375690507397,62.2113538384681],[56.312315772667446,62.36241265177975],[55.887462860228396,63.26876553164972],[55.71752169525278,64.66605955478256],[55.34931583780561,65.7612359512921],[55.03775703535031,66.66758883116206],[55.26434525531781,67.61170641435993],[55.43428642029342,68.63135340421364],[55.32099231030968,70.25523564731398],[55.009433507854375,71.61476496711892],[55.23602172782186,72.67217666030054],[55.859139332732454,73.31417661687509],[56.48225693764306,74.90029415664752],[56.708845157610554,75.73111762986163],[56.76549221260242,76.29758817978038],[56.79381574009837,78.11029393952028],[57.07705101505772,78.90335270940649],[57.105374542553655,79.88523499593228]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[46.13078063038885,47.54025194560315],[46.957354692213364,47.77474104115621],[48.15324907953394,46.95402920672053],[48.46980935853056,45.82848154806586],[47.643235296706045,43.530488411645926],[47.4321951107083,42.38149184343597],[46.86942128138097,40.95110836056233],[46.025260537389975,39.33313360124625],[45.181099793398985,38.535870676365874],[44.723846057070524,38.395177219034046],[44.231418956409115,38.817257591029545],[44.108312181243754,40.03660088790543],[44.77660610356996,41.60767782811089],[45.19868647556546,42.944265672763294],[45.40972666156321,44.82017843718773],[45.39213997939673,45.94572609584239],[45.39213997939673,46.69609120161217],[45.79663366922575,47.376109578716026]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768}]",37.761,"2024-07-27T21:10:56.964525Z"
179,"1","2024-07-27T21:11:12.914832Z",180,"/data/upload/4/ae4b8ab9-d3587842-ecc6-41_RD_SG_3_-_copia.jpg","",14.318,"2024-07-27T21:11:12.914854Z"
180,"1","2024-07-27T21:11:27.834688Z",181,"/data/upload/4/023acda2-dbbaa4a9-2b6a-42_RD_SG_2_-_copia.jpg","[{""points"":[[46.62668821385507,49.13436070049248],[47.25021603612114,48.17508712777545],[47.18626446460667,46.17127122032207],[46.67465189249092,45.16936326659538],[46.242978784768255,44.76433664700375],[45.47555992659462,44.721702265994104],[45.219753640536744,45.233314838109855],[45.219753640536744,46.40576031587512],[45.23574153341536,47.471619841116286],[45.12382628326503,48.55879655686227],[45.13981417614365,49.56070451058895],[45.41160835508015,50.6265640358301],[45.6354388553808,51.01027346491692],[46.01914828446761,50.83973594087833],[46.402857713554425,49.77387641563718]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768}]",13.348,"2024-07-27T21:11:27.834712Z"
181,"1","2024-07-27T21:11:31.287261Z",182,"/data/upload/4/e5718470-dbbaa4a9-2b6a-42_RD_SG_3_-_copia_2.jpg","",2.289,"2024-07-27T21:11:31.287284Z"
182,"1","2024-07-27T21:11:36.139708Z",183,"/data/upload/4/3d4619a0-df868f94-2406-42_RD_SG_2_-_copia.jpg","",3.811,"2024-07-27T21:11:36.139731Z"
183,"1","2024-07-27T21:11:48.218164Z",184,"/data/upload/4/06a09f9b-df868f94-2406-42_RD_SG_3_-_copia_-_copia.jpg","[{""points"":[[56.520249463152616,32.69680622900506],[58.33295522289254,38.73915876147145],[59.29595515775436,46.17880531707069],[59.89074923516902,52.14562844288124],[60.51386684007961,44.06398193070745],[59.692484542697464,40.17421748793221],[58.67283755284376,36.20892363850114],[57.483249398014436,33.8297473288425]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768}]",11.101,"2024-07-27T21:11:48.218185Z"
184,"1","2024-08-05T08:41:34.081025Z",185,"/data/upload/4/b301e093-4fe1ba29-0608-4f_RD_SG_3.jpg","[{""points"":[[49.020480854853076,4.007123775601069],[48.28584149599288,5.78806767586821],[48.08548530721283,8.459483526268922],[48.152270703472844,10.418521816562778],[47.684772929652716,15.939447907390916],[47.15048975957258,20.302760463045413],[46.74977738201247,25.556544968833485],[46.816562778272484,30.45414069456812],[46.68299198575245,36.59839715048976],[46.28227960819235,41.05075690115761],[46.28227960819235,43.365983971504896],[47.41763134461265,44.879786286731964],[47.95191451469279,47.01691896705254],[47.88512911843277,49.42119323241318],[47.48441674087267,52.27070347284061],[46.61620658949243,55.298308103294744],[46.68299198575245,58.771148708815666],[45.81478183437222,64.38112199465716],[45.81478183437222,67.2306322350846],[45.881567230632236,69.36776491540516],[46.74977738201247,71.5939447907391],[46.816562778272484,73.4639358860196],[45.881567230632236,75.3339269813001],[45.414069456812115,77.11487088156723],[45.013357079252,83.17008014247551],[43.67764915405165,96.08192341941229],[56.09973285841497,94.83526268922529],[58.63757791629563,78.4505788067676],[59.57257346393588,70.88156723063224],[62.31077471059662,69.54585930543188],[60.64113980409618,66.25111308993766],[59.37221727515583,54.31878895814782],[57.16829919857525,45.23597506678539],[54.89759572573464,27.693677649154054],[54.16295636687445,18.07658058771149],[53.56188780053429,10.596616206589493],[52.359750667853966,5.966162065894924],[50.28940338379342,3.7399821905609976],[50.28940338379342,1.6028495102404272],[49.68833481745325,1.7809439002671414]],""closed"":true,""polygonlabels"":[""Cut""],""original_width"":1024,""original_height"":768}]",60.95,"2024-08-05T08:41:34.081048Z"
185,"1","2024-08-05T08:42:01.723873Z",186,"/data/upload/4/d0a96409-5d925c4b-0594-46_RD_SG_2.jpg","",26.277,"2024-08-05T08:42:01.723894Z"
186,"1","2024-08-05T08:44:06.171097Z",187,"/data/upload/4/955010a7-5d925c4b-0594-46_RD_SG_3.jpg","[{""points"":[[46.15797259059453,5.511126352977283],[45.69432369711463,6.129324877617153],[45.98210576892974,6.491717116199146],[46.74952462710337,6.491717116199146],[47.34107666361221,6.2572280206460915],[47.37305244936945,5.873518591559276],[46.89341566301092,5.596395114996575],[46.34982730513794,5.425857590957991]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[56.86417007268907,21.427598629604745],[56.65632746526704,21.534184582128855],[56.560400107995335,22.024479963739786],[56.67231535814565,22.408189392826603],[56.880157965567676,22.450823773836248],[57.15195214450417,21.960528392225317],[57.199915823140024,21.49155020111921]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[53.44356092462377,8.511220042222366],[53.51575891443554,8.222428082975265],[53.67820439151203,8.19836208637134],[53.71430338641792,7.885504130520313],[53.53380841188849,7.548580178065362],[53.32623919117964,7.572646174669287],[53.19086796028255,7.668910161084987],[53.18184321155608,8.138197094861527],[53.2720906988208,8.378857060900778]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[45.61812083516142,42.817832648965286],[45.51984132153014,42.5266340900578],[45.225002780636295,43.181830847599656],[45.34512218618565,43.705988253633144],[45.32328229426758,44.43398465090188],[45.14856315892308,44.66694349802787],[45.246842672554365,45.03094169666223],[45.760080132628815,45.01638176871687],[46.33883726845746,45.060061552552995],[46.2077979169491,44.332065155284255],[45.967559105850405,43.589508830070145],[45.72732029475173,43.079911351982034]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[60.026925914519666,46.64463522282319],[61.216514069348996,65.26263396348526],[61.6980140367799,63.78981053369657],[62.74598455412954,59.44686965098636],[62.83095513661736,56.8033404180323],[63.11419041157672,54.537458218357415],[61.98124931173926,50.723223182237994],[61.1315434868612,49.590282082400556],[60.508425881950586,47.13557636608608]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768}]",75.47800000000001,"2024-08-05T08:44:06.171121Z"
187,"1","2024-08-05T08:45:23.271702Z",188,"/data/upload/4/eb1bc3fd-0b2c8e6e-9af9-40_RD_SG_2.jpg","[{""points"":[[35.80389444807815,32.171160424489294],[34.15263279506506,34.74671319145309],[34.46419159752037,36.782230700827704],[34.74459451973013,38.77620703654161],[35.27424448390414,41.019430414219755]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768},{""points"":[[68.00780392212552,22.698626449856175],[68.50029348487782,22.474403559497404],[68.71650841486662,21.92986225434039],[68.51230542543276,21.465400552882937],[68.19999497100446,21.369305028443463],[67.8276248138015,21.737671205461446],[67.61140988381268,22.17010106543907],[67.69549346769723,22.522451321717142]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[86.31436369590357,17.67195092849835],[90.1514579867717,17.224289927897065],[95.17165635065756,13.792222256620548],[97.84163446138663,9.76327325120898],[99.58431478515594,6.4377915324565755],[97.64977974684325,3.964997433897097],[95.73123260140916,4.497927196517675],[90.77498580903777,7.333113533659147],[88.50470502027412,11.191525015032127],[85.67484798075886,16.71267735578131],[85.99460583833121,17.52273059496459]],""closed"":true,""polygonlabels"":[""Hole""],""original_width"":1024,""original_height"":768},{""points"":[[52.419126514203676,9.930613196671843],[54.276280150983865,16.430650925402503],[55.611109327419626,17.668753349922632],[56.5977221969591,17.385021544303434],[58.628983987187425,14.444528286068136],[60.46679227358449,13.000075457461321],[62.323945910364685,12.38102424520126],[63.716811137949826,12.69054985133129],[66.38646949082134,10.111169800247694],[66.73468579771763,8.821479774705896],[66.61861369541887,7.634964951207443],[67.5084998130427,4.307564685309605],[67.62457191534146,0],[54.58580575711389,0.07738140153250787],[54.33431620213324,2.5535862505727596],[53.11555912799625,5.442491907786387],[52.902760273781844,8.047665759380818]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768}]",74.914,"2024-08-05T08:45:23.271728Z"
188,"1","2024-08-05T08:45:34.735933Z",189,"/data/upload/4/91dc0570-0b2c8e6e-9af9-40_RD_SG_3.jpg","",9.683,"2024-08-05T08:45:34.735955Z"
189,"1","2024-08-05T08:46:01.281540Z",190,"/data/upload/4/7dea6be4-0b339b80-c6e9-45_RD_SG_3.jpg","",25.481,"2024-08-05T08:46:01.281564Z"
190,"1","2024-08-05T08:46:17.818587Z",191,"/data/upload/4/f00be183-0b60276d-631a-43_RD_SG_3.jpg","[{""points"":[[61.7989091755231,10.223191390791477],[60.351876966865206,25.317723449732682],[62.16066722768757,17.71371105913824],[62.671384477802114,16.805769281156813],[62.96930287370228,16.068066586546905],[62.88418333201653,14.904766183508203],[63.16082184249524,14.223809850022132],[63.139541957073796,13.344241252602625],[62.437305738166295,11.443238154954017]],""closed"":true,""polygonlabels"":[""Injure""],""original_width"":1024,""original_height"":768}]",14.878,"2024-08-05T08:46:17.818610Z"
